tx_bairro;Freq;per
BROOKLIM;1;1,08948483709478e-06
BROOKLIN NMOVO;1;1,08948483709478e-06
BROOKLYN PAULISTA;1;1,08948483709478e-06
BROOLIN PAULISTA;1;1,08948483709478e-06
BRROKLIN;1;1,08948483709478e-06
BRSILIA;1;1,08948483709478e-06
BRUDERTHAL II;1;1,08948483709478e-06
BRUM;1;1,08948483709478e-06
BRUM 1;1;1,08948483709478e-06
BRUM II;1;1,08948483709478e-06
BRUM RUAL;1;1,08948483709478e-06
BRUMADO DE PITANGUI;1;1,08948483709478e-06
BRUNELA;1;1,08948483709478e-06
BRUNELA II;1;1,08948483709478e-06
BRUNELLAS;1;1,08948483709478e-06
BRUNO BARCELAR;1;1,08948483709478e-06
BRUNO LECINE;1;1,08948483709478e-06
BRUNO MATRAGANO;1;1,08948483709478e-06
BRUNO MATRAGRANO;1;1,08948483709478e-06
BRUSQUE DO SUL;1;1,08948483709478e-06
BRZALANDIA;1;1,08948483709478e-06
BSQ DOS EUCALIPTOS;1;1,08948483709478e-06
BSQ EUCALIPTOS;1;1,08948483709478e-06
BSRRS VELHA;1;1,08948483709478e-06
BTISTA CAMPOS;1;1,08948483709478e-06
BTN 3;1;1,08948483709478e-06
BTN I;1;1,08948483709478e-06
BUARQUE DE MACEDO;1;1,08948483709478e-06
BUASSU;1;1,08948483709478e-06
BUBASA;1;1,08948483709478e-06
BUCAIR;1;1,08948483709478e-06
BUCAREM;1;1,08948483709478e-06
BUCUITUBA;1;1,08948483709478e-06
BUELANDIA;1;1,08948483709478e-06
BUENA S J DA BARRA;1;1,08948483709478e-06
BUENO CAGUACU;1;1,08948483709478e-06
BUENO DE ANDRADA;1;1,08948483709478e-06
BUENOS AIRES II;1;1,08948483709478e-06
BUFAO;1;1,08948483709478e-06
BUFFOM;1;1,08948483709478e-06
BUGANVILLE II;1;1,08948483709478e-06
BUGARI;1;1,08948483709478e-06
BUGIA;1;1,08948483709478e-06
BUGIU;1;1,08948483709478e-06
BUGRE MINEIROS;1;1,08948483709478e-06
BUGRINHO;1;1,08948483709478e-06
BUIUNA;1;1,08948483709478e-06
BUJURU-3DISTRITO;1;1,08948483709478e-06
BULE;1;1,08948483709478e-06
BULHA    F.;1;1,08948483709478e-06
BULUNGAO;1;1,08948483709478e-06
BUMBAS;1;1,08948483709478e-06
BUNGANVILHAS;1;1,08948483709478e-06
BUONA VITA;1;1,08948483709478e-06
BUQUIRINHA I;1;1,08948483709478e-06
BURACADA;1;1,08948483709478e-06
BURACO D'AGUA;1;1,08948483709478e-06
BURGER;1;1,08948483709478e-06
BURI  SATUBA;1;1,08948483709478e-06
BURI E;1;1,08948483709478e-06
BURI E-2;1;1,08948483709478e-06
BURIETA;1;1,08948483709478e-06
BURIL ZONA RURAL;1;1,08948483709478e-06
BURIS;1;1,08948483709478e-06
BURIS DE ABRANTES/ VILA DE ABRANTES;1;1,08948483709478e-06
BURIS SATUBA;1;1,08948483709478e-06
BURITI C SANTOS;1;1,08948483709478e-06
BURITI DO CASTELO;1;1,08948483709478e-06
BURITI DO REI;1;1,08948483709478e-06
BURITI DOS MONTES;1;1,08948483709478e-06
BURITI I;1;1,08948483709478e-06
BURITI SERENO GARDEN;1;1,08948483709478e-06
BURITIRAMA;1;1,08948483709478e-06
BURITIS DA PORTA;1;1,08948483709478e-06
BURITIS DAS MULATAS;1;1,08948483709478e-06
BURITIS II - PLANALTINA;1;1,08948483709478e-06
BURITIS III PLANALTINA;1;1,08948483709478e-06
BURITIZEIRO;1;1,08948483709478e-06
BURITRANA;1;1,08948483709478e-06
BURITUCUPU;1;1,08948483709478e-06
BURITY;1;1,08948483709478e-06
BURLE MARX;1;1,08948483709478e-06
BURUTIZAL;1;1,08948483709478e-06
BURY;1;1,08948483709478e-06
BUSCA VIDA (ABRANTES);1;1,08948483709478e-06
BUSCORDE;1;1,08948483709478e-06
BUTANTA - SAO REMO;1;1,08948483709478e-06
BUTANTA D;1;1,08948483709478e-06
BUTIA ALTO RIO NEGRO;1;1,08948483709478e-06
BUTIA DO BRAZ;1;1,08948483709478e-06
BUTIA DO LAGEADO;1;1,08948483709478e-06
BUTIATUMIRIM;1;1,08948483709478e-06
BUTIATUVA;1;1,08948483709478e-06
BUTIATUVAS;1;1,08948483709478e-06
BUTIAZINHO;1;1,08948483709478e-06
BUTIEIRNHO;1;1,08948483709478e-06
BUTIQUEM;1;1,08948483709478e-06
BUTUCA;1;1,08948483709478e-06
BX DOS SAPATEIROS;1;1,08948483709478e-06
C 2;1;1,08948483709478e-06
C 2 PSNC;1;1,08948483709478e-06
C A 26 SETEMBRO;1;1,08948483709478e-06
C ADM CAMBEBA;1;1,08948483709478e-06
C ALEIXOS;1;1,08948483709478e-06
C ANTONIO ALEIXO;1;1,08948483709478e-06
C ANTONIO FORASTIERI;1;1,08948483709478e-06
C AQUILES STENGUEL;1;1,08948483709478e-06
C ASSIS CHATEAUBRIAN;1;1,08948483709478e-06
C B MANGARATIBA;1;1,08948483709478e-06
C BRANCO;1;1,08948483709478e-06
C C CRISTO REI S FR;1;1,08948483709478e-06
C C MONTE;1;1,08948483709478e-06
C C REBOUCAS;1;1,08948483709478e-06
C C SUL;1;1,08948483709478e-06
C CACHOEIRA DOURADA;1;1,08948483709478e-06
C CAPRI;1;1,08948483709478e-06
C D AGUA VERDE;1;1,08948483709478e-06
C D LUIZ E MAGALHAES;1;1,08948483709478e-06
C DA ESPERANCA;1;1,08948483709478e-06
C DA PRAIA;1;1,08948483709478e-06
C DAS ARMAS;1;1,08948483709478e-06
C DAS ARVARES;1;1,08948483709478e-06
C DAS MANGUEIRAS;1;1,08948483709478e-06
C DAS PAINEIRAS;1;1,08948483709478e-06
C DE JACAREI;1;1,08948483709478e-06
C DE SANTA BARBARA;1;1,08948483709478e-06
C DO SAO FERNANDO;1;1,08948483709478e-06
C DOS ALEMAES;1;1,08948483709478e-06
C DOS BANDEIRANTES;1;1,08948483709478e-06
C DOS GUIMARAES;1;1,08948483709478e-06
C DOS MARTINS;1;1,08948483709478e-06
C DR JOSE EUCLIDES;1;1,08948483709478e-06
C E NT R O;1;1,08948483709478e-06
C EMP IGUATEMI I;1;1,08948483709478e-06
C GRANDE/V CALIFORNI;1;1,08948483709478e-06
C H ADA DEDINI OMETTO;1;1,08948483709478e-06
C H ALEXANDRE PAVONI;1;1,08948483709478e-06
C H ANA JACINTA;1;1,08948483709478e-06
C H BARRA BONITA;1;1,08948483709478e-06
C H ESTRELA DO SUL;1;1,08948483709478e-06
C H HILDA MANDARINO;1;1,08948483709478e-06
C H L ANDREAZZA;1;1,08948483709478e-06
C H LINDOIA;1;1,08948483709478e-06
C H PABLO POLONIO;1;1,08948483709478e-06
C H PADRE DONIZETTI;1;1,08948483709478e-06
C H PAULO FREIRE;1;1,08948483709478e-06
C H.ANTONIO P.GASPAR;1;1,08948483709478e-06
C HAB ANTONIO BALDO;1;1,08948483709478e-06
C HAB. ADIB MOUSSA;1;1,08948483709478e-06
C HABIT M MONTEIRO;1;1,08948483709478e-06
C HACARA;1;1,08948483709478e-06
C I A;1;1,08948483709478e-06
C J  ELDORADO;1;1,08948483709478e-06
C L;1;1,08948483709478e-06
C LIMPO;1;1,08948483709478e-06
C LINDO DE A  NORTE;1;1,08948483709478e-06
C MIGUEL BADRA ALTO;1;1,08948483709478e-06
C MOISES G PEREI;1;1,08948483709478e-06
C NOVA REPUBLICA;1;1,08948483709478e-06
C OLIVEIRA MACHADO;1;1,08948483709478e-06
C OTA 200;1;1,08948483709478e-06
C P A - CENTRO POLITICO ADMINISTATIVO;1;1,08948483709478e-06
C R P C BRANCO;1;1,08948483709478e-06
C REI;1;1,08948483709478e-06
C RIO CLARO II;1;1,08948483709478e-06
C SAGRADO C DE JESUS;1;1,08948483709478e-06
C SOARES;1;1,08948483709478e-06
C UNIV ZEFERINO VAZ;1;1,08948483709478e-06
C URBANISTICO;1;1,08948483709478e-06
C-4 N-10;1;1,08948483709478e-06
C. A . V. P;1;1,08948483709478e-06
C. A. 26 DE SETEMBRO;1;1,08948483709478e-06
C. AGUA DO PIRIRIM;1;1,08948483709478e-06
C. ARARI;1;1,08948483709478e-06
C. BCO. NOVO;1;1,08948483709478e-06
C. CACHOEIRA DOURADA;1;1,08948483709478e-06
C. CIVICO;1;1,08948483709478e-06
C. COML ALPHAVILLE;1;1,08948483709478e-06
C. DA BARRA;1;1,08948483709478e-06
C. DAS CREOULAS;1;1,08948483709478e-06
C. DE NOVA ESPERANCA;1;1,08948483709478e-06
C. DO OURO;1;1,08948483709478e-06
C. E SILVA;1;1,08948483709478e-06
C. ELISEOS D. CAXIAS;1;1,08948483709478e-06
C. FAZ.CANTIGUEIRO;1;1,08948483709478e-06
C. H. ADA DEDINE OMETO;1;1,08948483709478e-06
C. H. AMIRE MALUF;1;1,08948483709478e-06
C. H. ANITA GARIBALDI;1;1,08948483709478e-06
C. H. ANTONIO JOSE ABRAHAO;1;1,08948483709478e-06
C. H. L U. ANDREAZZA;1;1,08948483709478e-06
C. H. NOVA PAMPULHA;1;1,08948483709478e-06
C. H. TENENTE RIO BRANCO;1;1,08948483709478e-06
C. H. VEREADOR APARECIDO AUGUSTO DE OLIVEIRA;1;1,08948483709478e-06
C. HAB. CEZARIO BARR;1;1,08948483709478e-06
C. JOSE C. A.NOBREGA;1;1,08948483709478e-06
C. LARGO DA ROSEIRA;1;1,08948483709478e-06
C. LINDAURA AMORIM;1;1,08948483709478e-06
C. LINDO -SEROPEDICA;1;1,08948483709478e-06
C. MARCOS FREIRE III;1;1,08948483709478e-06
C. MARECHAL RONDON;1;1,08948483709478e-06
C. P. A. I;1;1,08948483709478e-06
C. PICA-PAU AMARELO;1;1,08948483709478e-06
C. PRIMEIRO DE MAIO;1;1,08948483709478e-06
C. R. P. DAS ARARAS;1;1,08948483709478e-06
C. R. SJRPRETO I;1;1,08948483709478e-06
C. UNIVERSITARIO;1;1,08948483709478e-06
C. VILLE DE MONTAGNE;1;1,08948483709478e-06
C.A.DE SOUZA E SILVA;1;1,08948483709478e-06
C.A.E. AZEVEDO;1;1,08948483709478e-06
C.A.E. CARVALHO;1;1,08948483709478e-06
C.C.RECANTO VERDE;1;1,08948483709478e-06
C.D.I;1;1,08948483709478e-06
C.DE ABASTECIMENTO;1;1,08948483709478e-06
C.DE S.SEBAST.DO BOT;1;1,08948483709478e-06
C.DOS GUILHERMINOS;1;1,08948483709478e-06
C.FUNDA ZONA RURAL;1;1,08948483709478e-06
C.H JOAO DA SILVA MACHADO;1;1,08948483709478e-06
C.H PREFEITO JOSE PUGLIESI;1;1,08948483709478e-06
C.H. LUIZ A. FLEURY;1;1,08948483709478e-06
C.H. ONELIO FREITAS;1;1,08948483709478e-06
C.H.ANGELO GUOLLO;1;1,08948483709478e-06
C.H.F. P. DOS SANTOS;1;1,08948483709478e-06
C.H.JARDIM MONTE DAS OLIVEIRAS;1;1,08948483709478e-06
C.H.LUCIA FABRO SVERZUT;1;1,08948483709478e-06
C.H.MAR.A.P.B.GIATTI;1;1,08948483709478e-06
C.H.MARIETA BATISTA SALES;1;1,08948483709478e-06
C.H.NEWTON F S PINTO;1;1,08948483709478e-06
C.H.PEDRO A.SPLEND.;1;1,08948483709478e-06
C.J. HABITACIONAL JOSE SARAN;1;1,08948483709478e-06
C.J.MANOEL S.B. LEVY;1;1,08948483709478e-06
C.NETO;1;1,08948483709478e-06
C.O.B.FRANCO;1;1,08948483709478e-06
C.P.A.;1;1,08948483709478e-06
C.POSTAL N 039.;1;1,08948483709478e-06
C.RESID. PROVIDENCIA;1;1,08948483709478e-06
C.S.U;1;1,08948483709478e-06
C.SERRA MAE DE DEUS;1;1,08948483709478e-06
C.UNIV.ZEFERINO VAZ;1;1,08948483709478e-06
C.UNIVERSATARIA;1;1,08948483709478e-06
C.UNIVERSIT - VARZEA;1;1,08948483709478e-06
C.UNIVERSITARIO;1;1,08948483709478e-06
C.V.I.;1;1,08948483709478e-06
C/N;1;1,08948483709478e-06
C0NJ.HAB.CELSO C P;1;1,08948483709478e-06
C2;1;1,08948483709478e-06
C3ENTRO;1;1,08948483709478e-06
CA MPO D'GUA VERDE;1;1,08948483709478e-06
CAAPIRANGA;1;1,08948483709478e-06
CAARI;1;1,08948483709478e-06
CAARO;1;1,08948483709478e-06
CAATINGA;1;1,08948483709478e-06
CAATINGA  GRANDE;1;1,08948483709478e-06
CAATINGA DE CHEIRO;1;1,08948483709478e-06
CAATINGA DO EGIDIO;1;1,08948483709478e-06
CAATINGUEIRA;1;1,08948483709478e-06
CAB DE AGUAS PARADA;1;1,08948483709478e-06
CABACEIRA DE BAIXO;1;1,08948483709478e-06
CABANA-FUNDO DA COLI;1;1,08948483709478e-06
CABARAQUARA;1;1,08948483709478e-06
CABEA DOBOI;1;1,08948483709478e-06
CABEC IRACEMINHA;1;1,08948483709478e-06
CABEC. BARRA GRANDE;1;1,08948483709478e-06
CABECA DA VACA;1;1,08948483709478e-06
CABECA DO BOI;1;1,08948483709478e-06
CABECA QUEBRADA;1;1,08948483709478e-06
CABECEIRA BONITA;1;1,08948483709478e-06
CABECEIRA COMPRIDA;1;1,08948483709478e-06
CABECEIRA DA BARRA BONITA;1;1,08948483709478e-06
CABECEIRA DA DIVISA;1;1,08948483709478e-06
CABECEIRA DA FORQUILHA;1;1,08948483709478e-06
CABECEIRA DA GIRONDA;1;1,08948483709478e-06
CABECEIRA DA LAGOINHA;1;1,08948483709478e-06
CABECEIRA DA MATA;1;1,08948483709478e-06
CABECEIRA DAS AGUAS PARADAS;1;1,08948483709478e-06
CABECEIRA DE SANTA CRUZ, ZONA RURAL;1;1,08948483709478e-06
CABECEIRA DO JIBOIA;1;1,08948483709478e-06
CABECEIRA DO LARA;1;1,08948483709478e-06
CABECEIRA DO LONTRA;1;1,08948483709478e-06
CABECEIRA DO LONTRO;1;1,08948483709478e-06
CABECEIRA DO RIBEIRAO DO TIGRE;1;1,08948483709478e-06
CABECEIRA DO RIO TUNA;1;1,08948483709478e-06
CABECEIRA DO SACRE;1;1,08948483709478e-06
CABECEIRA DO SANA;1;1,08948483709478e-06
CABECEIRA DO SANA -  SEXTO DISTRITO DE MACAE;1;1,08948483709478e-06
CABECEIRA DOS BORGES;1;1,08948483709478e-06
CABECEIRAS DO RIO BONITO;1;1,08948483709478e-06
CABELO BRANCO;1;1,08948483709478e-06
CABELUDA;1;1,08948483709478e-06
CABERCEIRA;1;1,08948483709478e-06
CABEUDA;1;1,08948483709478e-06
CABEUDAS;1;1,08948483709478e-06
CABICEIRA;1;1,08948483709478e-06
CABICEIRA DO BREJO;1;1,08948483709478e-06
CABILANDIA;1;1,08948483709478e-06
CABO;1;1,08948483709478e-06
CABO CABO FRIO;1;1,08948483709478e-06
CABO DE SANTA MARTA PEQUENO;1;1,08948483709478e-06
CABO DE SANTO AGOSTINHO;1;1,08948483709478e-06
CABO DO CAMPO;1;1,08948483709478e-06
CABO MICHEL;1;1,08948483709478e-06
CABO QUEVEDO;1;1,08948483709478e-06
CABORE - SEDE;1;1,08948483709478e-06
CABRAL/SEGUNDO DISTRITO;1;1,08948483709478e-06
CABREIRAS;1;1,08948483709478e-06
CABREIRO;1;1,08948483709478e-06
CABRITA;1;1,08948483709478e-06
CABROBO;1;1,08948483709478e-06
CABUCU  NOVA IGUACU;1;1,08948483709478e-06
CABUCU / NOVA IGUACU;1;1,08948483709478e-06
CABUCU / RIO NEGRO;1;1,08948483709478e-06
CABUCU / RJ;1;1,08948483709478e-06
CABUCU BOCA DO MATO;1;1,08948483709478e-06
CABUI'S;1;1,08948483709478e-06
CABULA IV -SABOEIRO;1;1,08948483709478e-06
CABULA V;1;1,08948483709478e-06
CABULA VII;1;1,08948483709478e-06
CABULAS;1;1,08948483709478e-06
CABUNGA;1;1,08948483709478e-06
CACADOS;1;1,08948483709478e-06
CACAMBA;1;1,08948483709478e-06
CACAPAVA DO SUL;1;1,08948483709478e-06
CACAPAVA-VELHA;1;1,08948483709478e-06
CACARA;1;1,08948483709478e-06
CACATU;1;1,08948483709478e-06
CACAU PEREIRA;1;1,08948483709478e-06
CACAUIA;1;1,08948483709478e-06
CACEA;1;1,08948483709478e-06
CACEQUI;1;1,08948483709478e-06
CACH BO JESUS;1;1,08948483709478e-06
CACH BOM JESUS;1;1,08948483709478e-06
CACH DE ITAUNAS;1;1,08948483709478e-06
CACH DO CAMPO;1;1,08948483709478e-06
CACH DO TANGARA;1;1,08948483709478e-06
CACH ITAUNAS;1;1,08948483709478e-06
CACH RIO TAVARES;1;1,08948483709478e-06
CACH. BOM JESUS;1;1,08948483709478e-06
CACH. DO ITAUNAS;1;1,08948483709478e-06
CACH. DO TEOTONIO;1;1,08948483709478e-06
CACH.DE DOMINGOS LOP;1;1,08948483709478e-06
CACHARA ITAPANHAU;1;1,08948483709478e-06
CACHEADO;1;1,08948483709478e-06
CACHEIRA;1;1,08948483709478e-06
CACHEIRINHA;1;1,08948483709478e-06
CACHICHOLA;1;1,08948483709478e-06
CACHIMBO;1;1,08948483709478e-06
CACHIMBO I;1;1,08948483709478e-06
CACHMBI;1;1,08948483709478e-06
CACHOEINHA;1;1,08948483709478e-06
CACHOEIRA  II;1;1,08948483709478e-06
CACHOEIRA - SEDE;1;1,08948483709478e-06
CACHOEIRA ALTA;1;1,08948483709478e-06
CACHOEIRA B JESUS;1;1,08948483709478e-06
CACHOEIRA B.JESUS;1;1,08948483709478e-06
CACHOEIRA BRUMADO;1;1,08948483709478e-06
CACHOEIRA CAMPO;1;1,08948483709478e-06
CACHOEIRA COMPRIDA;1;1,08948483709478e-06
CACHOEIRA DA AMOROSA;1;1,08948483709478e-06
CACHOEIRA DA BEMBECA;1;1,08948483709478e-06
CACHOEIRA DA ENCOBER;1;1,08948483709478e-06
CACHOEIRA DE ALMAS;1;1,08948483709478e-06
CACHOEIRA DE S.JORGE;1;1,08948483709478e-06
CACHOEIRA DO ARANA;1;1,08948483709478e-06
CACHOEIRA DO ARARI;1;1,08948483709478e-06
CACHOEIRA DO ENCONTRO;1;1,08948483709478e-06
CACHOEIRA DO ESPIRITO SANTO;1;1,08948483709478e-06
CACHOEIRA DO GIBAO;1;1,08948483709478e-06
CACHOEIRA DO NAVIO;1;1,08948483709478e-06
CACHOEIRA DO NORTE;1;1,08948483709478e-06
CACHOEIRA DO PEIXE;1;1,08948483709478e-06
CACHOEIRA DO PINTO;1;1,08948483709478e-06
CACHOEIRA DO ROBERTO;1;1,08948483709478e-06
CACHOEIRA DO SAPO;1;1,08948483709478e-06
CACHOEIRA DO SUL;1;1,08948483709478e-06
CACHOEIRA DOS ALVES;1;1,08948483709478e-06
CACHOEIRA DOS DOMING;1;1,08948483709478e-06
CACHOEIRA DOS GUEDES;1;1,08948483709478e-06
CACHOEIRA DOS MACACOS;1;1,08948483709478e-06
CACHOEIRA DOS TURCOS;1;1,08948483709478e-06
CACHOEIRA DOURADA;1;1,08948483709478e-06
CACHOEIRA E MUCAMBO;1;1,08948483709478e-06
CACHOEIRA PORTEIRA;1;1,08948483709478e-06
CACHOEIRA PRETA II;1;1,08948483709478e-06
CACHOEIRA SANTO ANTONIO;1;1,08948483709478e-06
CACHOEIRA SECA;1;1,08948483709478e-06
CACHOEIRAO;1;1,08948483709478e-06
CACHOEIRAS (GUAPORANGA);1;1,08948483709478e-06
CACHOEIRINHA II;1;1,08948483709478e-06
CACHOEIRINHA ITAUNAS;1;1,08948483709478e-06
CACHOEIRINHA RIACHO;1;1,08948483709478e-06
CACHOEIRINHA SANTO ALEIXO;1;1,08948483709478e-06
CACHOEIRO COMPRIDO;1;1,08948483709478e-06
CACHOEIRO DO CARMO;1;1,08948483709478e-06
CACHOEIRO DO RIACHO;1;1,08948483709478e-06
CACHOEIRO ITAPEMIRIM;1;1,08948483709478e-06
CACHOEIRO ST CRUZ;1;1,08948483709478e-06
CACHOER DE EMAS;1;1,08948483709478e-06
CACHOPA;1;1,08948483709478e-06
CACHORRINHO;1;1,08948483709478e-06
CACHORRO MAGRO;1;1,08948483709478e-06
CACHUEIRA;1;1,08948483709478e-06
CACIMBA DAS CABRAS;1;1,08948483709478e-06
CACIMBAO DOS TABOSA;1;1,08948483709478e-06
CACIMBINHA-ZONA RURAL;1;1,08948483709478e-06
CACIMBINHAS;1;1,08948483709478e-06
CACINBAS;1;1,08948483709478e-06
CACIQUE;1;1,08948483709478e-06
CACIQUE II;1;1,08948483709478e-06
CACOAL DO PERITORO;1;1,08948483709478e-06
CACOAU;1;1,08948483709478e-06
CACOEIRA DO BOM JESUS;1;1,08948483709478e-06
CACOES;1;1,08948483709478e-06
CACUIA  ILHA DO GOVERNADOR;1;1,08948483709478e-06
CACUIA - ILHA DO GOVERNADOR;1;1,08948483709478e-06
CACUMBANGUE;1;1,08948483709478e-06
CADEADO SANTANA;1;1,08948483709478e-06
CADEDO;1;1,08948483709478e-06
CADEIA NOVA;1;1,08948483709478e-06
CADIZ;1;1,08948483709478e-06
CADOIS;1;1,08948483709478e-06
CAEIRA DA BARRA DO SUL;1;1,08948483709478e-06
CAEIRA DO SACO DOS LIMOES;1;1,08948483709478e-06
CAEIRA DO SACO LIMOE;1;1,08948483709478e-06
CAEIRA SACO DOS LIMOES;1;1,08948483709478e-06
CAEIRA SAO PEDRO;1;1,08948483709478e-06
CAEIRA VELHA;1;1,08948483709478e-06
CAEIRAS VELHA;1;1,08948483709478e-06
CAEIRAS VELHAS II;1;1,08948483709478e-06
CAEMBORA;1;1,08948483709478e-06
CAERES III;1;1,08948483709478e-06
CAETANO I;1;1,08948483709478e-06
CAETANOS;1;1,08948483709478e-06
CAETE II;1;1,08948483709478e-06
CAETE MIRIM;1;1,08948483709478e-06
CAETE-SARANDIRA;1;1,08948483709478e-06
CAETES   I;1;1,08948483709478e-06
CAETES  III;1;1,08948483709478e-06
CAETES 3;1;1,08948483709478e-06
CAETES TRES;1;1,08948483709478e-06
CAETESI;1;1,08948483709478e-06
CAETESINHO;1;1,08948483709478e-06
CAETESS II;1;1,08948483709478e-06
CAETITE;1;1,08948483709478e-06
CAETITUS;1;1,08948483709478e-06
CAFARNAUM;1;1,08948483709478e-06
CAFARNAUSINHO;1;1,08948483709478e-06
CAFE BAHIA;1;1,08948483709478e-06
CAFE DA LINHA;1;1,08948483709478e-06
CAFE MOCA;1;1,08948483709478e-06
CAFE SEM TROCO;1;1,08948483709478e-06
CAFEEIRA;1;1,08948483709478e-06
CAFEEIROS;1;1,08948483709478e-06
CAFEZAIS;1;1,08948483709478e-06
CAFEZAL 2;1;1,08948483709478e-06
CAFEZAL II;1;1,08948483709478e-06
CAFEZAL V;1;1,08948483709478e-06
CAFEZAL VII;1;1,08948483709478e-06
CAFEZOPOLIS;1;1,08948483709478e-06
CAFITEUA;1;1,08948483709478e-06
CAFURINGA;1;1,08948483709478e-06
CAGARE;1;1,08948483709478e-06
CAGEPE;1;1,08948483709478e-06
CAHOEIRA;1;1,08948483709478e-06
CAI;1;1,08948483709478e-06
CAI CAI;1;1,08948483709478e-06
CAI DE BAIXO;1;1,08948483709478e-06
CAI DE CIMA;1;1,08948483709478e-06
CAI N'AGUA;1;1,08948483709478e-06
CAIACANGA;1;1,08948483709478e-06
CAIACATINGA;1;1,08948483709478e-06
CAIAPIA;1;1,08948483709478e-06
CAIAPOS;1;1,08948483709478e-06
CAIAR;1;1,08948483709478e-06
CAIARA IPUTINGA;1;1,08948483709478e-06
CAIARE;1;1,08948483709478e-06
CAIAU;1;1,08948483709478e-06
CAIBI;1;1,08948483709478e-06
CAIBROS;1;1,08948483709478e-06
CAIBURA;1;1,08948483709478e-06
CAIC / DOM JOAO BATISTA;1;1,08948483709478e-06
CAIC. DE LARANJEIRAS;1;1,08948483709478e-06
CAICARA DO NORTE;1;1,08948483709478e-06
CAICARA DO R. VENT0;1;1,08948483709478e-06
CAICARA I;1;1,08948483709478e-06
CAICARA II;1;1,08948483709478e-06
CAICARA TRES;1;1,08948483709478e-06
CAICUBI;1;1,08948483709478e-06
CAIEIRA  II;1;1,08948483709478e-06
CAIEIRA DA BARRA SUL;1;1,08948483709478e-06
CAIEIRAS DA ROCINHA;1;1,08948483709478e-06
CAIEIRAS VELHA;1;1,08948483709478e-06
CAIERA DO SACO DOS LIMOES;1;1,08948483709478e-06
CAIERAL;1;1,08948483709478e-06
CAIERAS;1;1,08948483709478e-06
CAIGAVA;1;1,08948483709478e-06
CAINA;1;1,08948483709478e-06
CAIO PRAFO;1;1,08948483709478e-06
CAIP - AREA RURAL;1;1,08948483709478e-06
CAIPAN;1;1,08948483709478e-06
CAIPE VELHO;1;1,08948483709478e-06
CAIPURU DE FORA;1;1,08948483709478e-06
CAIS DO PORT0;1;1,08948483709478e-06
CAIS NAVEGANTES;1;1,08948483709478e-06
CAITETUS;1;1,08948483709478e-06
CAIU DO CEU;1;1,08948483709478e-06
CAIUA;1;1,08948483709478e-06
CAIUA - CIDADE INDUSTRIAL;1;1,08948483709478e-06
CAIUA CIC;1;1,08948483709478e-06
CAIUA-CIC;1;1,08948483709478e-06
CAIVA;1;1,08948483709478e-06
CAIXA  D'AGUA;1;1,08948483709478e-06
CAIXA D  AGUA;1;1,08948483709478e-06
CAIXA D 'AGUA;1;1,08948483709478e-06
CAIXA D AGUA CAJI;1;1,08948483709478e-06
CAIXA D'AGUA VELHA;1;1,08948483709478e-06
CAIXA DAGUA CECAP;1;1,08948483709478e-06
CAIXA DE SAO PEDRO;1;1,08948483709478e-06
CAIXA D`AGUA;1;1,08948483709478e-06
CAIXA D´ AGUA;1;1,08948483709478e-06
CAIXA POSTAL 14;1;1,08948483709478e-06
CAIXA POSTAL 535;1;1,08948483709478e-06
CAIXA POSTAL 70;1;1,08948483709478e-06
CAIXA SAO PEDRO;1;1,08948483709478e-06
CAIXAO;1;1,08948483709478e-06
CAIXETAS;1;1,08948483709478e-06
CAJ.DE ABRANTES;1;1,08948483709478e-06
CAJA SEDE;1;1,08948483709478e-06
CAJARI II;1;1,08948483709478e-06
CAJAZEIAS;1;1,08948483709478e-06
CAJAZEIRA  XI;1;1,08948483709478e-06
CAJAZEIRA 8;1;1,08948483709478e-06
CAJAZEIRA VII;1;1,08948483709478e-06
CAJAZEIRAS  11;1;1,08948483709478e-06
CAJAZEIRAS  V;1;1,08948483709478e-06
CAJAZEIRAS 10;1;1,08948483709478e-06
CAJAZEIRAS 5;1;1,08948483709478e-06
CAJAZEIRAS 8;1;1,08948483709478e-06
CAJAZEIRAS DE ABRANTES (ABRANTES);1;1,08948483709478e-06
CAJAZEIRAS IV;1;1,08948483709478e-06
CAJAZEIRAS IV/V;1;1,08948483709478e-06
CAJAZEIRO-F.GDE.II;1;1,08948483709478e-06
CAJEURIO;1;1,08948483709478e-06
CAJI - CAIXA D' AGUA;1;1,08948483709478e-06
CAJI CAIXA D'AGUA;1;1,08948483709478e-06
CAJUAPARA;1;1,08948483709478e-06
CAJUEIRA MALHADA;1;1,08948483709478e-06
CAJUEIRAO;1;1,08948483709478e-06
CAJUEIRO -  POSTO DA MATA;1;1,08948483709478e-06
CAJUEIRO - 6 DISTRITO;1;1,08948483709478e-06
CAJUEIRO DA MALHADA;1;1,08948483709478e-06
CAJUEIRO DA PRAIA;1;1,08948483709478e-06
CAJUEIRO DO MINISTRO;1;1,08948483709478e-06
CAJUEIRO E BAIXAO DO CHUPE;1;1,08948483709478e-06
CAJUEIRO SECA;1;1,08948483709478e-06
CAJUEIRO VELHO;1;1,08948483709478e-06
CAJUEIROS - CENTRO;1;1,08948483709478e-06
CAJUIRI ATRAVESSADO II;1;1,08948483709478e-06
CAJUIS;1;1,08948483709478e-06
CAJUPARI;1;1,08948483709478e-06
CAJUPE;1;1,08948483709478e-06
CAJUPER STA BARBARA;1;1,08948483709478e-06
