tx_bairro;Freq;per
JARDIM BONDANCA;4;4,35793934837912e-06
JARDIM BURU;4;4,35793934837912e-06
JARDIM CAETES;4;4,35793934837912e-06
JARDIM CAJUEIRO;4;4,35793934837912e-06
JARDIM CALEGARIS;4;4,35793934837912e-06
JARDIM CAMARGO VELHO;4;4,35793934837912e-06
JARDIM CAMPO BELO II;4;4,35793934837912e-06
JARDIM CARAPICUIBA;4;4,35793934837912e-06
JARDIM CARIOCA - ILHA DO GOVERNADOR;4;4,35793934837912e-06
JARDIM CARLOS GOMES;4;4,35793934837912e-06
JARDIM CASTELAO;4;4,35793934837912e-06
JARDIM CATEDRAL;4;4,35793934837912e-06
JARDIM CAVIUNA;4;4,35793934837912e-06
JARDIM CERRO AZUL;4;4,35793934837912e-06
JARDIM CHAMONIX;4;4,35793934837912e-06
JARDIM CLIPPER;4;4,35793934837912e-06
JARDIM CONCEICAOZINHA;4;4,35793934837912e-06
JARDIM CONCEICAOZINHA (VICENTE DE CARVALHO);4;4,35793934837912e-06
JARDIM CONTINENTAL II;4;4,35793934837912e-06
JARDIM COQUEIRO;4;4,35793934837912e-06
JARDIM COQUEIROS;4;4,35793934837912e-06
JARDIM CORCOVADO;4;4,35793934837912e-06
JARDIM CURITIBA II;4;4,35793934837912e-06
JARDIM DA TORRE;4;4,35793934837912e-06
JARDIM DALL'ORTO;4;4,35793934837912e-06
JARDIM DAS AMERICAS 2ª ETAPA;4;4,35793934837912e-06
JARDIM DAS AMERICAS 3ª ETAPA;4;4,35793934837912e-06
JARDIM DAS PEDRAS(ZONA SUL);4;4,35793934837912e-06
JARDIM DAS ROSEIRAS;4;4,35793934837912e-06
JARDIM DAS VIVENDAS;4;4,35793934837912e-06
JARDIM DE FATIMA;4;4,35793934837912e-06
JARDIM DE LOURDES;4;4,35793934837912e-06
JARDIM DEA;4;4,35793934837912e-06
JARDIM DETROIT;4;4,35793934837912e-06
JARDIM DIMAS FILHO;4;4,35793934837912e-06
JARDIM DO GOLF I;4;4,35793934837912e-06
JARDIM DO RUSSO;4;4,35793934837912e-06
JARDIM DO VALE II;4;4,35793934837912e-06
JARDIM DOLORES;4;4,35793934837912e-06
JARDIM DONA MERI;4;4,35793934837912e-06
JARDIM DOS BORDADOS;4;4,35793934837912e-06
JARDIM DOS PALMARES;4;4,35793934837912e-06
JARDIM DOUTOR PINHEIRO;4;4,35793934837912e-06
JARDIM DULCELANDIA;4;4,35793934837912e-06
JARDIM ECOVILLE I;4;4,35793934837912e-06
JARDIM EDEN;4;4,35793934837912e-06
JARDIM EDITE;4;4,35793934837912e-06
JARDIM ELISIO;4;4,35793934837912e-06
JARDIM ELZA AMUI II;4;4,35793934837912e-06
JARDIM EMBAIXADOR;4;4,35793934837912e-06
JARDIM EMBARE;4;4,35793934837912e-06
JARDIM ERNESTO KUHL;4;4,35793934837912e-06
JARDIM ESPIRITO SANTO;4;4,35793934837912e-06
JARDIM ESPLANADA DO CASTELO (VICENTE DE CARVALHO);4;4,35793934837912e-06
JARDIM EUGENIA MARIA;4;4,35793934837912e-06
JARDIM FARIA LIMA;4;4,35793934837912e-06
JARDIM FELICIDADE (ZONA OESTE);4;4,35793934837912e-06
JARDIM FERNAO DIAS;4;4,35793934837912e-06
JARDIM FERREIRA;4;4,35793934837912e-06
JARDIM FIORELO;4;4,35793934837912e-06
JARDIM FLAMENGO;4;4,35793934837912e-06
JARDIM FLOR DE LIZ;4;4,35793934837912e-06
JARDIM FLORES;4;4,35793934837912e-06
JARDIM FRANCANO;4;4,35793934837912e-06
JARDIM FRANCISCA;4;4,35793934837912e-06
JARDIM FREI VALTER;4;4,35793934837912e-06
JARDIM GIBERTONI;4;4,35793934837912e-06
JARDIM GIOIA;4;4,35793934837912e-06
JARDIM GRACINDA;4;4,35793934837912e-06
JARDIM GUACU;4;4,35793934837912e-06
JARDIM GUACUANO;4;4,35793934837912e-06
JARDIM GUAICURUS;4;4,35793934837912e-06
JARDIM GUANCIALE;4;4,35793934837912e-06
JARDIM GUARARAPES;4;4,35793934837912e-06
JARDIM GUIMARAES;4;4,35793934837912e-06
JARDIM GUTIERREZ;4;4,35793934837912e-06
JARDIM HEDY;4;4,35793934837912e-06
JARDIM HELIDA;4;4,35793934837912e-06
JARDIM HELOISA;4;4,35793934837912e-06
JARDIM HIKARE;4;4,35793934837912e-06
JARDIM HIPODROMO;4;4,35793934837912e-06
JARDIM HUNGARES;4;4,35793934837912e-06
JARDIM I;4;4,35793934837912e-06
JARDIM IBITI DO PACO;4;4,35793934837912e-06
JARDIM ICARAY;4;4,35793934837912e-06
JARDIM ICATU;4;4,35793934837912e-06
JARDIM IDALIA;4;4,35793934837912e-06
JARDIM IMPERIO;4;4,35793934837912e-06
JARDIM IPE III;4;4,35793934837912e-06
JARDIM IPE PINHEIRO;4;4,35793934837912e-06
JARDIM ITAPEL;4;4,35793934837912e-06
JARDIM JAGUARE;4;4,35793934837912e-06
JARDIM JB;4;4,35793934837912e-06
JARDIM JEQUITIBA;4;4,35793934837912e-06
JARDIM JOAQUIM PROCOPIO DE ARAUJO FERRAZ;4;4,35793934837912e-06
JARDIM JUANA;4;4,35793934837912e-06
JARDIM KARAIBA;4;4,35793934837912e-06
JARDIM LAIA;4;4,35793934837912e-06
JARDIM LAILA;4;4,35793934837912e-06
JARDIM LEILA;4;4,35793934837912e-06
JARDIM LEONIDIA;4;4,35793934837912e-06
JARDIM LILIZA;4;4,35793934837912e-06
JARDIM LINA;4;4,35793934837912e-06
JARDIM LINCOLN;4;4,35793934837912e-06
JARDIM LINDOMAR;4;4,35793934837912e-06
JARDIM LUCIA;4;4,35793934837912e-06
JARDIM LUIZ XV;4;4,35793934837912e-06
JARDIM LUIZA MARIA;4;4,35793934837912e-06
JARDIM LUZO;4;4,35793934837912e-06
JARDIM MACAPA;4;4,35793934837912e-06
JARDIM MACARENKO;4;4,35793934837912e-06
JARDIM MANAIRA;4;4,35793934837912e-06
JARDIM MANCHESTER;4;4,35793934837912e-06
JARDIM MANGUINHOS;4;4,35793934837912e-06
JARDIM MARATA;4;4,35793934837912e-06
JARDIM MARCANTE;4;4,35793934837912e-06
JARDIM MARIA ALICE;4;4,35793934837912e-06
JARDIM MARIA AMELIA;4;4,35793934837912e-06
JARDIM MARIA CASAGRANDE LOPES (DONA AMALIA);4;4,35793934837912e-06
JARDIM MARIA CRISTINA;4;4,35793934837912e-06
JARDIM MARIA LUIZA III;4;4,35793934837912e-06
JARDIM MAYRA;4;4,35793934837912e-06
JARDIM MEXICO;4;4,35793934837912e-06
JARDIM MILENA;4;4,35793934837912e-06
JARDIM MOGI;4;4,35793934837912e-06
JARDIM MONSENHOR HORTA - 1A SECAO;4;4,35793934837912e-06
JARDIM MONTEREY;4;4,35793934837912e-06
JARDIM MONTERREY;4;4,35793934837912e-06
JARDIM MORAES;4;4,35793934837912e-06
JARDIM MORUMBI III;4;4,35793934837912e-06
JARDIM MUNIRA;4;4,35793934837912e-06
JARDIM MYRIAN MOREIRA DA COSTA;4;4,35793934837912e-06
JARDIM N HORIZONTE;4;4,35793934837912e-06
JARDIM NAPOLI;4;4,35793934837912e-06
JARDIM NATUREZA;4;4,35793934837912e-06
JARDIM NECO DE FARIA;4;4,35793934837912e-06
JARDIM NEOPOLIS;4;4,35793934837912e-06
JARDIM NOSSA SENHORA DO AMPARO;4;4,35793934837912e-06
JARDIM NOSSA SENHORA DO CAMINHO;4;4,35793934837912e-06
JARDIM NOVA APARECIDA;4;4,35793934837912e-06
JARDIM NOVA CANAA;4;4,35793934837912e-06
JARDIM NOVA COIMBRA;4;4,35793934837912e-06
JARDIM NOVA COTIA;4;4,35793934837912e-06
JARDIM NOVA CUMBICA;4;4,35793934837912e-06
JARDIM NOVA DETROIT;4;4,35793934837912e-06
JARDIM NOVA HORTOLANDIA I;4;4,35793934837912e-06
JARDIM NOVA INDAIA;4;4,35793934837912e-06
JARDIM NOVA IPELANDIA;4;4,35793934837912e-06
JARDIM NOVA MICHIGAN;4;4,35793934837912e-06
JARDIM NOVA PALMARES;4;4,35793934837912e-06
JARDIM NOVA PILAR I;4;4,35793934837912e-06
JARDIM NOVA RIO CLARO;4;4,35793934837912e-06
JARDIM NOVA SARANDI III;4;4,35793934837912e-06
JARDIM NOVO BONGIOVANI;4;4,35793934837912e-06
JARDIM NOVO LAR;4;4,35793934837912e-06
JARDIM NOVO PARAISO;4;4,35793934837912e-06
JARDIM NOVO REALENGO;4;4,35793934837912e-06
JARDIM OCARA;4;4,35793934837912e-06
JARDIM OLIMPO;4;4,35793934837912e-06
JARDIM ORESTES VERONI;4;4,35793934837912e-06
JARDIM OURO VERDE II;4;4,35793934837912e-06
JARDIM PADOVANI;4;4,35793934837912e-06
JARDIM PAGLIUSO;4;4,35793934837912e-06
JARDIM PANSANI;4;4,35793934837912e-06
JARDIM PAQUETA II;4;4,35793934837912e-06
JARDIM PARARANGABA;4;4,35793934837912e-06
JARDIM PARISI;4;4,35793934837912e-06
JARDIM PARNAIBA;4;4,35793934837912e-06
JARDIM PARQUE DAS AGUAS;4;4,35793934837912e-06
JARDIM PARQUE INDUSTRIAL;4;4,35793934837912e-06
JARDIM PARQUE JUPIA;4;4,35793934837912e-06
JARDIM PARQUE NOVO MUNDO;4;4,35793934837912e-06
JARDIM PAU PRETO;4;4,35793934837912e-06
JARDIM PAULA II;4;4,35793934837912e-06
JARDIM PAULO CAMPOS;4;4,35793934837912e-06
JARDIM PENFIGO;4;4,35793934837912e-06
JARDIM PERY;4;4,35793934837912e-06
JARDIM PIABETA;4;4,35793934837912e-06
JARDIM PIAZZA DI ROMA;4;4,35793934837912e-06
JARDIM PINDORAMA I;4;4,35793934837912e-06
JARDIM PIRACEMA;4;4,35793934837912e-06
JARDIM PITANGUEIRAS I;4;4,35793934837912e-06
JARDIM PLANALTO VERDE;4;4,35793934837912e-06
JARDIM PONCHO VERDE II;4;4,35793934837912e-06
JARDIM PONTE GRANDE;4;4,35793934837912e-06
JARDIM PORTAL DO PARQUE;4;4,35793934837912e-06
JARDIM PORTELA;4;4,35793934837912e-06
JARDIM PORTO BELO;4;4,35793934837912e-06
JARDIM QUEIMADOS;4;4,35793934837912e-06
JARDIM QUITANDINHA;4;4,35793934837912e-06
JARDIM RAIO DE SOL;4;4,35793934837912e-06
JARDIM RANCHO GRANDE;4;4,35793934837912e-06
JARDIM RECANTO DOS PALMARES;4;4,35793934837912e-06
JARDIM RECANTO DOS PASSAROS;4;4,35793934837912e-06
JARDIM REGINALICE;4;4,35793934837912e-06
JARDIM RESIDENCIAL CARLOS BEZERRA I;4;4,35793934837912e-06
JARDIM RESIDENCIAL DO BOSQUE;4;4,35793934837912e-06
JARDIM RESIDENCIAL ETEMP;4;4,35793934837912e-06
JARDIM RESIDENCIAL ROSEIRA;4;4,35793934837912e-06
JARDIM RESIDENCIAL SAO JOSE;4;4,35793934837912e-06
JARDIM RIO SANTOS;4;4,35793934837912e-06
JARDIM ROGERIO;4;4,35793934837912e-06
JARDIM ROSA BRANCA;4;4,35793934837912e-06
JARDIM ROSEIRA;4;4,35793934837912e-06
JARDIM SABIA II;4;4,35793934837912e-06
JARDIM SADIE;4;4,35793934837912e-06
JARDIM SAINT GERARD;4;4,35793934837912e-06
JARDIM SAIRA;4;4,35793934837912e-06
JARDIM SALACO;4;4,35793934837912e-06
JARDIM SAN REMO;4;4,35793934837912e-06
JARDIM SANDERSON;4;4,35793934837912e-06
JARDIM SANTA ANA;4;4,35793934837912e-06
JARDIM SANTA BRANCA;4;4,35793934837912e-06
JARDIM SANTA CLAUDIA;4;4,35793934837912e-06
JARDIM SANTA CRUZ (CAMPO GRANDE);4;4,35793934837912e-06
JARDIM SANTA EUGENIA;4;4,35793934837912e-06
JARDIM SANTA FILOMENA;4;4,35793934837912e-06
JARDIM SANTA VICENCIA;4;4,35793934837912e-06
JARDIM SANTA VITORIA;4;4,35793934837912e-06
JARDIM SANTENSE (VICENTE DE CARVALHO);4;4,35793934837912e-06
JARDIM SANTOS DUMONT III;4;4,35793934837912e-06
JARDIM SAO BENTO DO RECREIO;4;4,35793934837912e-06
JARDIM SAO FRANCISCO(ZONA SUL);4;4,35793934837912e-06
JARDIM SAO LEOPOLDO;4;4,35793934837912e-06
JARDIM SAO MATHEUS;4;4,35793934837912e-06
JARDIM SAO VITOR;4;4,35793934837912e-06
JARDIM SEMIRAMIS;4;4,35793934837912e-06
JARDIM SETE LAGOS;4;4,35793934837912e-06
JARDIM SILVIO SAMPAIO;4;4,35793934837912e-06
JARDIM SIMARA;4;4,35793934837912e-06
JARDIM SIMPATIA;4;4,35793934837912e-06
JARDIM SOCIAL ARAPONGAS;4;4,35793934837912e-06
JARDIM SOLEMAR;4;4,35793934837912e-06
JARDIM STO ANTONIO;4;4,35793934837912e-06
JARDIM SUCUPIRA;4;4,35793934837912e-06
JARDIM SUECIA;4;4,35793934837912e-06
JARDIM TABAETE;4;4,35793934837912e-06
JARDIM TABAPUA;4;4,35793934837912e-06
JARDIM TANAY;4;4,35793934837912e-06
JARDIM TANNUS;4;4,35793934837912e-06
JARDIM TAQUARAO;4;4,35793934837912e-06
JARDIM TARRAF II;4;4,35793934837912e-06
JARDIM TARUMAS;4;4,35793934837912e-06
JARDIM TATIANA;4;4,35793934837912e-06
JARDIM TELMA;4;4,35793934837912e-06
JARDIM TEMPORIM;4;4,35793934837912e-06
JARDIM TERRAS DE SANTO ANTONIO;4;4,35793934837912e-06
JARDIM TIJUCA II;4;4,35793934837912e-06
JARDIM TOCA;4;4,35793934837912e-06
JARDIM TODOS OS SANTOS II;4;4,35793934837912e-06
JARDIM TOPAZIO;4;4,35793934837912e-06
JARDIM TURQUESA;4;4,35793934837912e-06
JARDIM UIRA;4;4,35793934837912e-06
JARDIM VALQUIRIA;4;4,35793934837912e-06
JARDIM VAZANI;4;4,35793934837912e-06
JARDIM VELEIROS;4;4,35793934837912e-06
JARDIM VERONICA;4;4,35793934837912e-06
JARDIM VERTONI;4;4,35793934837912e-06
JARDIM VIEIRA DE MORAES;4;4,35793934837912e-06
JARDIM VITORINO;4;4,35793934837912e-06
JARDIM WALQUIRIA;4;4,35793934837912e-06
JARDIM XAVANTE;4;4,35793934837912e-06
JARDIM ZANELATO;4;4,35793934837912e-06
JARDIM ZONA SUL;4;4,35793934837912e-06
JARDINS DO IMPERIO;4;4,35793934837912e-06
JARDINS MANGUEIRAL (JARDIM BOTANICO);4;4,35793934837912e-06
JARUMA;4;4,35793934837912e-06
JD ALEXANDRE BALBO;4;4,35793934837912e-06
JD ANA ESTELA;4;4,35793934837912e-06
JD ANA ROSA;4;4,35793934837912e-06
JD ANHANGUERA;4;4,35793934837912e-06
JD ARCO IRIS;4;4,35793934837912e-06
JD BANDEIRANTE;4;4,35793934837912e-06
JD BELO HORIZONTE;4;4,35793934837912e-06
JD BOM PASTOR;4;4,35793934837912e-06
JD CAMILA;4;4,35793934837912e-06
JD CAROMBE;4;4,35793934837912e-06
JD CATARINA NOVO;4;4,35793934837912e-06
JD CELESTE;4;4,35793934837912e-06
JD CLAUDIA;4;4,35793934837912e-06
JD CLEMENTINO;4;4,35793934837912e-06
JD COCAIA;4;4,35793934837912e-06
JD COIMBRA;4;4,35793934837912e-06
JD COLINA;4;4,35793934837912e-06
JD CONQUISTA;4;4,35793934837912e-06
JD CONTINENTAL;4;4,35793934837912e-06
JD DAMASCENO;4;4,35793934837912e-06
JD DAS AROEIRAS;4;4,35793934837912e-06
JD DAS MARGARIDAS;4;4,35793934837912e-06
JD DO ESTADIO;4;4,35793934837912e-06
JD DO SOL;4;4,35793934837912e-06
JD DOM FERNANDO I;4;4,35793934837912e-06
JD DOS OLIVEIRAS;4;4,35793934837912e-06
JD DOS YPES;4;4,35793934837912e-06
JD EDUCANDARIO;4;4,35793934837912e-06
JD ELBA;4;4,35793934837912e-06
JD ELIANA;4;4,35793934837912e-06
JD EULINA;4;4,35793934837912e-06
JD FERNANDES;4;4,35793934837912e-06
JD FRANCA;4;4,35793934837912e-06
JD GLORIA;4;4,35793934837912e-06
JD INDUSTRIAL;4;4,35793934837912e-06
JD IRACEMA;4;4,35793934837912e-06
JD ISMENIA;4;4,35793934837912e-06
JD ITAMARATI;4;4,35793934837912e-06
JD ITAMARATY;4;4,35793934837912e-06
JD ITAPOA;4;4,35793934837912e-06
JD ITAPUA;4;4,35793934837912e-06
JD JABAQUARA;4;4,35793934837912e-06
JD JOAO XXIII;4;4,35793934837912e-06
JD JULIANA;4;4,35793934837912e-06
JD LAGEADO;4;4,35793934837912e-06
JD LAS VEGAS;4;4,35793934837912e-06
JD LEONOR;4;4,35793934837912e-06
JD LINDOIA;4;4,35793934837912e-06
JD MARIA LUCIA;4;4,35793934837912e-06
JD MARILIA;4;4,35793934837912e-06
JD MAUA;4;4,35793934837912e-06
JD MOINHO;4;4,35793934837912e-06
JD MONTE AZUL;4;4,35793934837912e-06
JD MONTE LIBANO;4;4,35793934837912e-06
JD MUNHOZ;4;4,35793934837912e-06
JD N S AUXILIADORA;4;4,35793934837912e-06
JD NOVA CUMBICA;4;4,35793934837912e-06
JD NOVA POA;4;4,35793934837912e-06
JD NOVA REPUBLICA;4;4,35793934837912e-06
JD NOVA YORK;4;4,35793934837912e-06
JD NOVE DE JULHO;4;4,35793934837912e-06
JD ORIENTE;4;4,35793934837912e-06
JD OURO PRETO;4;4,35793934837912e-06
JD PAVIOTTI;4;4,35793934837912e-06
JD PEDREIRA;4;4,35793934837912e-06
JD PINHEIRO;4;4,35793934837912e-06
JD PRES DUTRA;4;4,35793934837912e-06
JD RECORD;4;4,35793934837912e-06
JD REGINA;4;4,35793934837912e-06
JD REIMBERG;4;4,35793934837912e-06
JD RIO BRANCO;4;4,35793934837912e-06
JD RIO CLARO;4;4,35793934837912e-06
JD ROBRU;4;4,35793934837912e-06
JD ROCHDALE;4;4,35793934837912e-06
JD ROSA;4;4,35793934837912e-06
JD SABARA;4;4,35793934837912e-06
JD SAMAMBAIA;4;4,35793934837912e-06
JD SANTA ANTONIETA;4;4,35793934837912e-06
JD SANTA CATARINA;4;4,35793934837912e-06
JD SANTA CLARA;4;4,35793934837912e-06
JD SANTA EMILIA;4;4,35793934837912e-06
JD SANTO AMARO;4;4,35793934837912e-06
JD SANTO ONOFRE;4;4,35793934837912e-06
JD SAO CAETANO;4;4,35793934837912e-06
JD SAO FERNANDO;4;4,35793934837912e-06
JD SAO SAVERIO;4;4,35793934837912e-06
JD SILVIA;4;4,35793934837912e-06
JD SILVINA;4;4,35793934837912e-06
JD SOARES;4;4,35793934837912e-06
JD TARUMA;4;4,35793934837912e-06
JD TRES MARIAS;4;4,35793934837912e-06
JD TUPA;4;4,35793934837912e-06
JD UNIAO DA VITORIA;4;4,35793934837912e-06
JD UTINGA;4;4,35793934837912e-06
JD VILA CARRAO;4;4,35793934837912e-06
JD WEISSOPOLIS;4;4,35793934837912e-06
JD YPE;4;4,35793934837912e-06
JD. ACLIMACAO;4;4,35793934837912e-06
JD. ARAPONGAS;4;4,35793934837912e-06
JD. BOM RETIRO;4;4,35793934837912e-06
JD. BRASILIA;4;4,35793934837912e-06
JD. BUSSOCABA;4;4,35793934837912e-06
JD. CALUX;4;4,35793934837912e-06
JD. CARUMBE;4;4,35793934837912e-06
JD. CHAPADAO;4;4,35793934837912e-06
JD. CORUMBA;4;4,35793934837912e-06
JD. DAS AMERICAS;4;4,35793934837912e-06
JD. DAS NACOES;4;4,35793934837912e-06
JD. ELDORADO;4;4,35793934837912e-06
JD. ESPERANCA;4;4,35793934837912e-06
JD. IGUATEMI;4;4,35793934837912e-06
JD. INDUSTRIAL;4;4,35793934837912e-06
JD. LENIZE;4;4,35793934837912e-06
JD. LEONOR;4;4,35793934837912e-06
JD. MARACANA;4;4,35793934837912e-06
JD. MARIA LUIZA;4;4,35793934837912e-06
JD. MARINGA;4;4,35793934837912e-06
JD. MOSTEIRO;4;4,35793934837912e-06
JD. NAZARETH;4;4,35793934837912e-06
JD. NORONHA;4;4,35793934837912e-06
JD. NOVA CUMBICA;4;4,35793934837912e-06
JD. OLIMPICO;4;4,35793934837912e-06
JD. OURO VERDE;4;4,35793934837912e-06
JD. PAINEIRAS;4;4,35793934837912e-06
JD. PALMIRA;4;4,35793934837912e-06
JD. PINHEIRINHO;4;4,35793934837912e-06
JD. RAPOSO TAVARES;4;4,35793934837912e-06
JD. ROSA ELZE;4;4,35793934837912e-06
JD. SANTA CLARA;4;4,35793934837912e-06
JD. SANTA LUCIA;4;4,35793934837912e-06
JD. SANTA TEREZA;4;4,35793934837912e-06
JD. SAO BENTO;4;4,35793934837912e-06
JD. SAO DOMINGOS;4;4,35793934837912e-06
JD. SAO JUDAS;4;4,35793934837912e-06
JD. SAO LUIZ;4;4,35793934837912e-06
JD. STO. ANTONIO;4;4,35793934837912e-06
JD.ALVORADA;4;4,35793934837912e-06
JD.MARILU;4;4,35793934837912e-06
JD.MORADA DO SOL;4;4,35793934837912e-06
JD.NOVA ESPERANCA;4;4,35793934837912e-06
JD.PAULISTANO;4;4,35793934837912e-06
JD.SANTA MONICA;4;4,35793934837912e-06
JDM EUROPA;4;4,35793934837912e-06
JOANAPOLIS;4;4,35793934837912e-06
JOAO DE SOUZA;4;4,35793934837912e-06
JOAO DO ROQUE;4;4,35793934837912e-06
JOAO EMILIO;4;4,35793934837912e-06
JOAO JOSE PEREIRA;4;4,35793934837912e-06
JOAO NOVO;4;4,35793934837912e-06
JOAO RODRIGUES;4;4,35793934837912e-06
JOAO ROMAO;4;4,35793934837912e-06
JOAO TOMAZ;4;4,35793934837912e-06
JOAO ZACCO;4;4,35793934837912e-06
JOAPIRANGA;4;4,35793934837912e-06
JOAQUIM CORDEIRO;4;4,35793934837912e-06
JOAQUIM ROMO;4;4,35793934837912e-06
JOAQUIM SALES;4;4,35793934837912e-06
JOIA DO ALMADA;4;4,35793934837912e-06
JOIA DO ATLANTICO;4;4,35793934837912e-06
JOSE ALMEIDA;4;4,35793934837912e-06
JOSE BORGES DE SENE;4;4,35793934837912e-06
JOSE CARLOS;4;4,35793934837912e-06
JOSE CIRILO;4;4,35793934837912e-06
JOSE CONRADO ARAUJO;4;4,35793934837912e-06
JOSE F SALSA;4;4,35793934837912e-06
JOSE FERREIRA GUIMARAES (MANGUEIRA II);4;4,35793934837912e-06
JOSE INACIO;4;4,35793934837912e-06
JOSE LACERDA;4;4,35793934837912e-06
JOSE MAKSOUD;4;4,35793934837912e-06
JOSE NOLASCO;4;4,35793934837912e-06
JOTAESSE;4;4,35793934837912e-06
JOVE;4;4,35793934837912e-06
JUBIM;4;4,35793934837912e-06
JUDITH;4;4,35793934837912e-06
JUNCAL;4;4,35793934837912e-06
JUPAGUA;4;4,35793934837912e-06
JUQUEY;4;4,35793934837912e-06
JUQUIAZINHO;4;4,35793934837912e-06
JUQUITA;4;4,35793934837912e-06
JUQUITIBA;4;4,35793934837912e-06
JUREIA;4;4,35793934837912e-06
KAISER;4;4,35793934837912e-06
KAONZE;4;4,35793934837912e-06
KARFAN;4;4,35793934837912e-06
KATIA;4;4,35793934837912e-06
KATIARA;4;4,35793934837912e-06
KM 05;4;4,35793934837912e-06
KM 08;4;4,35793934837912e-06
KM 13;4;4,35793934837912e-06
KM 15;4;4,35793934837912e-06
KM 22;4;4,35793934837912e-06
KM 23;4;4,35793934837912e-06
KM 60;4;4,35793934837912e-06
KM 70;4;4,35793934837912e-06
KM. 18;4;4,35793934837912e-06
LABATE;4;4,35793934837912e-06
LABEL;4;4,35793934837912e-06
LABINO;4;4,35793934837912e-06
LADEIRA VERMELHA;4;4,35793934837912e-06
LAERCIO CABELINE;4;4,35793934837912e-06
LAGE DOS NEGROS;4;4,35793934837912e-06
LAGEDO;4;4,35793934837912e-06
LAGO;4;4,35793934837912e-06
LAGO AZUL ORTIZ;4;4,35793934837912e-06
LAGO GRANDE;4;4,35793934837912e-06
LAGOA (JUSTINOPOLIS);4;4,35793934837912e-06
LAGOA DA VACA;4;4,35793934837912e-06
LAGOA DANTAS;4;4,35793934837912e-06
LAGOA DAS ALMAS;4;4,35793934837912e-06
LAGOA DAS MERCES;4;4,35793934837912e-06
LAGOA DE BAIXO;4;4,35793934837912e-06
LAGOA DE SAO JOSE;4;4,35793934837912e-06
LAGOA DO CEDRO;4;4,35793934837912e-06
LAGOA DO JUVENAL;4;4,35793934837912e-06
LAGOA DOS BARROS;4;4,35793934837912e-06
LAGOA DOS PORCOS;4;4,35793934837912e-06
LAGOA FORMOSA;4;4,35793934837912e-06
LAGOA QUEIMADA;4;4,35793934837912e-06
LAGOA SERENA;4;4,35793934837912e-06
LAGOA STO ANTONIO;4;4,35793934837912e-06
LAGOA VERMELHA;4;4,35793934837912e-06
LAGOINHA DE FORA;4;4,35793934837912e-06
LAGUNA E DOURADOS;4;4,35793934837912e-06
LAJE DE PEDRA;4;4,35793934837912e-06
LAMEIRAO;4;4,35793934837912e-06
LAMOUNIER;4;4,35793934837912e-06
LANDI (JUSTINOPOLIS);4;4,35793934837912e-06
LAPA NOVA;4;4,35793934837912e-06
LAQUINI;4;4,35793934837912e-06
LARA;4;4,35793934837912e-06
LARGO DA IDEIA;4;4,35793934837912e-06
LARGO DOM JOAO;4;4,35793934837912e-06
LARGO SAO JOAO;4;4,35793934837912e-06
LATICINIO;4;4,35793934837912e-06
LAUSANE PAULISTA;4;4,35793934837912e-06
LEBLON (VENDA NOVA);4;4,35793934837912e-06
LEIMANN;4;4,35793934837912e-06
LEITES;4;4,35793934837912e-06
LEO ALVIM FALLER;4;4,35793934837912e-06
LEROLANDIA;4;4,35793934837912e-06
LESSA RIBEIRO;4;4,35793934837912e-06
LILIANA URTIAGA ANDREAZZA;4;4,35793934837912e-06
LIMAS;4;4,35793934837912e-06
LIMIRIQUE;4;4,35793934837912e-06
LIMOEIRO ALTO;4;4,35793934837912e-06
LINDOLFO PIRES;4;4,35793934837912e-06
LINHA 40;4;4,35793934837912e-06
LINHA ALVORADA;4;4,35793934837912e-06
LINHA ANTA;4;4,35793934837912e-06
LINHA APARECIDA;4;4,35793934837912e-06
LINHA ATALHO;4;4,35793934837912e-06
LINHA BASTOS;4;4,35793934837912e-06
LINHA BURICA;4;4,35793934837912e-06
LINHA CACADOR;4;4,35793934837912e-06
LINHA CAFE BAIXA;4;4,35793934837912e-06
LINHA CONSOLADORA;4;4,35793934837912e-06
LINHA CRISTO REI;4;4,35793934837912e-06
LINHA ESPERANCA;4;4,35793934837912e-06
LINHA GARIBALDI;4;4,35793934837912e-06
LINHA GUARANI;4;4,35793934837912e-06
LINHA IPIRANGA;4;4,35793934837912e-06
LINHA JACUTINGA;4;4,35793934837912e-06
LINHA JOAO ALVES;4;4,35793934837912e-06
LINHA JULIETA;4;4,35793934837912e-06
LINHA MARCONDES;4;4,35793934837912e-06
LINHA NAVEGANTES;4;4,35793934837912e-06
LINHA OLINDA;4;4,35793934837912e-06
LINHA ORLANDO;4;4,35793934837912e-06
LINHA PRIMAVERA;4;4,35793934837912e-06
LINHA PROGRESSO;4;4,35793934837912e-06
LINHA RURAL;4;4,35793934837912e-06
LINHA SANTA RITA;4;4,35793934837912e-06
LINHA SANTANA;4;4,35793934837912e-06
LINHA SAO JORGE;4;4,35793934837912e-06
LINHA TAPUI;4;4,35793934837912e-06
LINHA TEMERARIA;4;4,35793934837912e-06
LINHA UNIAO;4;4,35793934837912e-06
LINOPOLIS;4;4,35793934837912e-06
LINS VASCONCELOS;4;4,35793934837912e-06
LITORAL;4;4,35793934837912e-06
LOBO;4;4,35793934837912e-06
LOMBA ALTA;4;4,35793934837912e-06
LOPES;4;4,35793934837912e-06
LORENA;4;4,35793934837912e-06
LORETO;4;4,35793934837912e-06
LOT JOSE B DA SILVA;4;4,35793934837912e-06
